Model Year,Brand Name,Model Name,Engine capacity,Spare key,Transmission,KM driven,Ownership,Fuel type,Imperfections,Repainted Parts
2018,Maruti,IGNIS DELTA 1.2,1197,Yes,Manual,81794,1,Petrol,2,0
2020,Maruti,Baleno ZETA CVT PETROL 1.2,1197,No,Automatic,70579,2,Petrol,22,2
2019,Maruti,Celerio VXI AMT,998,Yes,Automatic,70604,1,Petrol,14,9
2018,Maruti,Alto 800 LXI,796,No,Manual,35716,1,Petrol,14,8
2017,Maruti,Baleno ZETA CVT PETROL 1.2,1197,Yes,Automatic,29975,1,Petrol,7,2
2017,Maruti,Wagon R 1.0 VXI,998,No,Manual,55485,1,Petrol,9,0
2018,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,1462,No,Manual,78170,2,Petrol,12,3
2019,Maruti,Alto LXI,796,No,Manual,53567,2,Petrol,9,5
2023,Maruti,S PRESSO VXI+,998,No,Manual,14243,1,Petrol,4,4
2020,Maruti,S PRESSO VXI+,998,Yes,Manual,23216,1,Petrol,9,0
2017,Maruti,Alto K10 VXI,998,Yes,Manual,70222,1,Petrol,25,11
2019,Maruti,New Wagon-R VXI (O) 1.2 AMT,1197,No,Automatic,98073,1,Petrol,10,13
2017,Maruti,Baleno ZETA CVT PETROL 1.2,1197,No,Automatic,78967,1,Petrol,11,7
2021,Maruti,S PRESSO VXI+,998,No,Manual,10432,1,Petrol,1,1
2022,Maruti,New Wagon-R ZXI 1.2,1197,No,Manual,17243,1,Petrol,7,0
2022,Maruti,Celerio ZXI PLUS,998,Yes,Manual,58811,1,Petrol,3,1
2014,Maruti,Swift Dzire VXI,1197,No,Manual,55989,2,Petrol,0,0
2016,Maruti,Swift VXI,1197,No,Manual,69898,1,Petrol,13,3
2015,Maruti,Celerio VXI,998,No,Manual,59745,1,Petrol,16,10
2020,Maruti,New Wagon-R ZXI 1.2,1197,No,Manual,35706,1,Petrol,10,2
2018,Maruti,Celerio ZXI AMT (O),998,Yes,Automatic,72164,1,Petrol,3,0
2018,Maruti,Ciaz ALPHA 1.4 PETROL,1373,No,Manual,66598,1,Petrol,6,2
2020,Maruti,S PRESSO VXI+,998,Yes,Manual,14896,2,Petrol,12,1
2020,Maruti,S PRESSO VXI+,998,No,Manual,27608,1,Petrol,13,0
2015,Maruti,Swift VXI,1197,Yes,Manual,59471,3,Petrol,4,7
2013,Maruti,Alto 800 VXI,796,Yes,Manual,79677,2,Petrol,12,18
2016,Maruti,Alto 800 LXI O,796,Yes,Manual,70249,1,Petrol,0,0
2019,Maruti,Alto VXI,796,Yes,Manual,17290,1,Petrol,35,5
2022,Maruti,Celerio ZXI,998,Yes,Manual,20313,1,Petrol,7,1
2019,Maruti,S PRESSO VXI AMT,998,No,Automatic,20840,1,Petrol,9,3
2023,Maruti,New Wagon-R ZXI 1.2,1197,Yes,Manual,5098,1,Petrol,12,2
2022,Maruti,S PRESSO VXI+,998,Yes,Manual,15094,1,Petrol,4,1
2019,Maruti,Alto VXI,796,Yes,Manual,21999,1,Petrol,0,0
2020,Maruti,New Wagon-R ZXI 1.2 AMT,1197,No,Automatic,52423,1,Petrol,10,1
2018,Maruti,Dzire VXI,1197,Yes,Manual,73333,2,Petrol,12,6
2022,Maruti,Swift VXI,1197,No,Manual,15176,1,Petrol,18,5
2022,Maruti,Swift VXI,1197,No,Manual,31947,1,Petrol,13,3
2021,Maruti,S PRESSO VXI AMT,998,Yes,Automatic,12067,1,Petrol,11,7
2016,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,27297,1,Petrol,5,4
2021,Maruti,Swift VXI,1197,No,Manual,58463,1,Petrol,8,9
2022,Maruti,Swift VXI,1197,No,Manual,45808,1,Petrol,6,0
2023,Maruti,Dzire VXI,1197,No,Manual,2462,1,Petrol,4,0
2019,Maruti,Baleno ALPHA PETROL 1.2,1197,No,Manual,76024,2,Petrol,11,8
2018,Maruti,Dzire ZXI PLUS AMT,1197,Yes,Automatic,24902,2,Petrol,30,1
2013,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,29532,2,Petrol,10,3
2017,Maruti,IGNIS ZETA 1.2 AMT,1197,Yes,Automatic,113744,1,Petrol,12,8
2018,Maruti,Dzire ZXI PLUS,1197,Yes,Manual,61641,1,Petrol,6,5
2017,Maruti,Ciaz ALPHA 1.4 PETROL,1373,No,Manual,77367,2,Petrol,21,2
2016,Maruti,Swift VXI,1197,Yes,Manual,67466,1,Petrol,2,2
2018,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,62367,1,Petrol,15,3
2016,Maruti,Swift VXI,1197,No,Manual,86609,1,Petrol,13,7
2021,Maruti,Alto LXI O,796,Yes,Manual,2632,1,Petrol,6,1
2020,Maruti,Alto LXI,796,No,Manual,5093,1,Petrol,2,0
2017,Maruti,IGNIS SIGMA 1.2,1197,No,Manual,51920,1,Petrol,18,8
2022,Maruti,Celerio VXI CNG,998,Yes,Manual,31366,1,CNG,7,1
2016,Maruti,Baleno ZETA PETROL 1.2,1197,No,Manual,80251,1,Petrol,24,6
2017,Maruti,Ciaz ALPHA 1.4 PETROL,1373,Yes,Manual,80422,1,Petrol,13,0
2019,Maruti,S PRESSO VXI PLUS AMT,998,Yes,Automatic,54226,1,Petrol,20,1
2021,Maruti,Celerio ZXI AMT,998,No,Automatic,48061,1,Petrol,9,4
2020,Maruti,New Wagon-R ZXI 1.2 AMT,1197,No,Automatic,28300,1,Petrol,14,1
2020,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,1462,Yes,Manual,38299,1,Petrol,13,4
2018,Maruti,Ciaz ALPHA AT 1.4 PETROL,1373,No,Automatic,40101,1,Petrol,10,3
2020,Maruti,Alto LXI,796,Yes,Manual,24744,1,Petrol,28,12
2019,Maruti,Swift VXI,1197,No,Manual,77467,1,Petrol,11,3
2019,Maruti,Alto LXI,796,No,Manual,43424,1,Petrol,11,2
2018,Maruti,Alto K10 VXI AMT,998,Yes,Automatic,85701,1,Petrol,21,9
2014,Maruti,Celerio VXI,998,Yes,Manual,70820,2,Petrol,16,9
2019,Maruti,Alto LXI,796,No,Manual,41155,1,Petrol,17,5
2014,Maruti,Swift VXI,1197,Yes,Manual,32533,1,Petrol,8,2
2019,Maruti,New Wagon-R VXI (O) 1.0,998,No,Manual,49904,1,Petrol,3,6
2017,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,22526,1,Petrol,0,0
2018,Maruti,Baleno ALPHA CVT PETROL 1.2,1197,No,Automatic,24368,2,Petrol,1,2
2017,Maruti,IGNIS ZETA 1.2 AMT,1197,Yes,Automatic,51952,2,Petrol,3,1
2015,Maruti,Celerio ZXI,998,Yes,Manual,69645,1,Petrol,10,6
2017,Maruti,Ertiga VXI,1373,Yes,Manual,32897,1,Petrol,11,6
2016,Maruti,Swift Dzire ZXI,1197,Yes,Manual,57333,1,Petrol,6,0
2022,Maruti,XL6 ZETA MT,1462,No,Manual,59304,1,Petrol,1,0
2014,Maruti,Swift VXI,1197,No,Manual,73239,1,Petrol,15,4
2017,Maruti,Ciaz ALPHA 1.4 PETROL,1373,Yes,Manual,43129,1,Petrol,8,0
2017,Maruti,Baleno ALPHA CVT PETROL 1.2,1197,No,Automatic,80229,1,Petrol,8,1
2018,Maruti,IGNIS ZETA 1.2,1197,Yes,Manual,92528,2,Petrol,6,10
2023,Maruti,IGNIS ZETA 1.2,1197,Yes,Manual,19575,1,Petrol,4,0
2012,Maruti,Alto 800 LXI,796,Yes,Manual,33134,1,Petrol,22,1
2015,Maruti,Swift VXI,1197,No,Manual,34673,1,Petrol,0,0
2020,Maruti,Ciaz SIGMA 1.5 SHVS MT PETROL,1462,No,Manual,31444,1,Petrol,1,0
2013,Maruti,Swift VDI,1248,No,Manual,96413,1,Diesel,0,0
2012,Maruti,Swift VXI,1197,Yes,Manual,64557,1,Petrol,0,0
2017,Maruti,IGNIS ZETA 1.2 AMT,1197,Yes,Automatic,22456,2,Petrol,13,4
2023,Maruti,Grand Vitara SIGMA SMART HYBRID,1462,Yes,Manual,20888,1,Petrol,1,0
2014,Maruti,Swift VXI,1197,No,Manual,70716,1,Petrol,0,0
2011,Maruti,Swift VXI,1197,No,Manual,64003,1,Petrol,13,5
2017,Maruti,Vitara Brezza VDI (O),1248,No,Manual,109407,1,Diesel,35,5
2019,Maruti,Baleno ZETA PETROL 1.2,1197,No,Manual,54029,1,Petrol,14,3
2017,Maruti,Wagon R 1.0 VXI,998,No,Manual,51689,2,Petrol,10,0
2017,Maruti,Celerio ZXI,998,No,Manual,38004,2,Petrol,19,1
2017,Maruti,Baleno ALPHA PETROL 1.2,1197,No,Manual,46751,1,Petrol,3,3
2022,Maruti,Grand Vitara ALPHA SMART HYBRID ALLGRIP,1462,Yes,Manual,14358,1,Petrol,3,0
2021,Maruti,IGNIS SIGMA 1.2,1197,No,Manual,39945,1,Petrol,4,2
2018,Maruti,Swift VXI AMT,1197,Yes,Automatic,57341,1,Petrol,3,0
2020,Maruti,Ertiga ZXI AT SHVS,1462,Yes,Automatic,43181,1,Petrol,6,0
2019,Maruti,Swift ZXI,1197,Yes,Manual,32730,2,Petrol,14,1
2022,Maruti,Ertiga ZXI AT SHVS,1462,Yes,Automatic,29126,1,Petrol,2,0
2021,Maruti,Ertiga VXI AT SHVS,1462,Yes,Automatic,33525,1,Petrol,0,0
2015,Maruti,Ciaz ZXI AT,1373,No,Automatic,83683,2,Petrol,14,5
2014,Maruti,Ciaz ZXI,1373,Yes,Manual,70337,1,Petrol,22,9
2014,Maruti,OMNI E STD,796,No,Manual,64243,1,Petrol,25,3
2017,Maruti,Swift ZXI,1197,Yes,Manual,57560,1,Petrol,22,5
2016,Maruti,Swift Dzire ZXI,1197,Yes,Manual,86301,2,Petrol,3,0
2023,Maruti,New Wagon-R ZXI 1.2,1197,Yes,Manual,2896,1,Petrol,6,6
2013,Maruti,Swift Dzire VXI,1197,Yes,Manual,59700,3,Petrol,0,0
2020,Maruti,New Wagon-R VXI (O) 1.2,1197,Yes,Manual,66530,1,Petrol,16,4
2016,Maruti,Ertiga VDI SHVS,1248,Yes,Manual,94438,1,Diesel,20,9
2016,Maruti,Vitara Brezza ZDI,1248,No,Manual,91544,1,Diesel,7,4
2013,Maruti,Wagon R Stingray VXI,998,No,Manual,97830,2,Petrol,25,4
2017,Maruti,IGNIS ZETA 1.2,1197,No,Manual,47285,1,Petrol,8,1
2016,Maruti,Swift VXI,1197,No,Manual,53462,1,Petrol,0,0
2021,Maruti,IGNIS ALPHA 1.2 AMT,1197,No,Automatic,29003,1,Petrol,1,0
2019,Maruti,Alto 800 LXI,796,Yes,Manual,39868,1,Petrol,2,1
2022,Maruti,New Wagon-R ZXI 1.2,1197,Yes,Manual,8524,1,Petrol,1,0
2017,Maruti,IGNIS ZETA 1.2 AMT,1197,No,Automatic,95525,2,Petrol,3,5
2017,Maruti,Baleno ALPHA PETROL 1.2,1197,No,Manual,81548,1,Petrol,16,4
2017,Maruti,Dzire ZXI PLUS AMT,1197,Yes,Automatic,105779,1,Petrol,25,3
2011,Maruti,Ritz VDI,1248,Yes,Manual,72644,1,Diesel,0,0
2015,Maruti,Celerio VXI,998,No,Manual,39773,1,Petrol,6,1
2013,Maruti,Swift VDI,1248,No,Manual,93871,3,Diesel,0,0
2019,Maruti,Celerio X ZXI (O) AMT,998,Yes,Automatic,27215,2,Petrol,19,2
2018,Maruti,Baleno ALPHA DIESEL 1.3,1248,No,Manual,82882,1,Diesel,19,8
2023,Maruti,Alto K10 VXI PLUS,998,No,Manual,8882,1,Petrol,6,4
2021,Maruti,IGNIS DELTA 1.2 AMT,1197,No,Automatic,31951,1,Petrol,4,6
2020,Maruti,New Wagon-R VXI (O) 1.2,1197,Yes,Manual,15178,1,Petrol,8,1
2016,Maruti,Swift VXI,1197,Yes,Manual,69995,1,Petrol,10,1
2016,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,29641,1,Petrol,1,3
2021,Maruti,S PRESSO VXI AMT,998,No,Automatic,9677,2,Petrol,6,1
2015,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,49078,2,Petrol,20,0
2014,Maruti,Swift ZXI,1197,No,Manual,41074,1,Petrol,29,5
2021,Maruti,XL6 ALPHA AT,1462,Yes,Automatic,38819,1,Petrol,6,1
2019,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,59228,1,Petrol,23,6
2019,Maruti,Baleno ALPHA CVT PETROL 1.2,1197,No,Automatic,65568,2,Petrol,10,2
2020,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,1462,No,Manual,52878,2,Petrol,11,2
2011,Maruti,Zen Estilo VXI,998,No,Manual,69568,2,Petrol,12,0
2015,Maruti,Baleno DELTA DIESEL 1.3,1248,No,Manual,63916,2,Diesel,8,1
2017,Maruti,Dzire ZXI PLUS AMT,1197,Yes,Automatic,67275,2,Petrol,8,7
2019,Maruti,Celerio ZXI AMT (O),998,No,Automatic,23686,2,Petrol,7,2
2014,Maruti,Celerio VXI AMT,998,Yes,Automatic,14522,2,Petrol,5,0
2018,Maruti,Dzire VXI,1197,Yes,Manual,19437,1,Petrol,8,1
2018,Maruti,Celerio VXI (O),998,No,Manual,69515,1,Petrol,8,2
2017,Maruti,Baleno DELTA CVT PETROL 1.2,1197,Yes,Automatic,79589,1,Petrol,0,0
2014,Maruti,Swift Dzire VDI,1248,Yes,Manual,89284,1,Diesel,31,3
2016,Maruti,S Cross ZETA 1.3,1248,No,Manual,78922,2,Diesel,14,3
2014,Maruti,Ritz VXI,1197,No,Manual,73631,2,Petrol,0,0
2017,Maruti,IGNIS DELTA 1.2,1197,No,Manual,56427,1,Petrol,15,2
2016,Maruti,Ciaz ZXI+,1373,Yes,Manual,75940,1,Petrol,15,2
2012,Maruti,Swift Dzire VXI,1197,Yes,Manual,104807,3,Petrol,0,0
2021,Maruti,Celerio ZXI PLUS AGS,998,Yes,Automatic,45807,1,Petrol,11,4
2019,Maruti,Dzire VXI,1197,No,Manual,58029,1,Petrol,2,0
2020,Maruti,Swift ZXI PLUS AMT,1197,No,Automatic,38807,2,Petrol,6,2
2014,Maruti,Swift ZXI,1197,Yes,Manual,56168,1,Petrol,18,0
2016,Maruti,Ciaz ZXI AT,1373,Yes,Automatic,66695,1,Petrol,17,8
2019,Maruti,Ciaz SIGMA 1.5 SHVS MT PETROL,1462,No,Manual,12567,1,Petrol,6,1
2017,Maruti,Swift VXI,1197,No,Manual,77191,2,Petrol,0,0
2017,Maruti,Dzire VDI AMT,1248,No,Automatic,77413,2,Diesel,9,6
2011,Maruti,Swift Dzire VXI,1197,No,Manual,61266,1,Petrol,10,6
2017,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,22396,2,Petrol,14,7
2016,Maruti,Wagon R 1.0 VXI AMT,998,Yes,Automatic,69324,1,Petrol,19,4
2022,Maruti,Celerio ZXI PLUS,998,No,Manual,28788,1,Petrol,9,0
2012,Maruti,Swift VXI,1197,No,Manual,97699,1,Petrol,0,0
2010,Maruti,A Star LXI,998,No,Manual,103867,2,Petrol,35,10
2019,Maruti,Baleno ALPHA PETROL 1.2,1197,Yes,Manual,36932,1,Petrol,17,1
2016,Maruti,Ciaz ZXI AT,1373,No,Automatic,96520,2,Petrol,13,9
2021,Maruti,Celerio ZXI PLUS,998,No,Manual,22245,1,Petrol,11,2
2014,Maruti,Alto K10 VXI,998,No,Manual,49599,1,Petrol,5,0
2011,Maruti,Wagon R 1.0 VXI,998,No,Manual,53178,3,Petrol,31,2
2022,Maruti,New Wagon-R ZXI 1.2 AMT,998,Yes,Automatic,27743,1,Petrol,0,0
2018,Maruti,Celerio ZXI AMT (O),998,No,Automatic,43407,1,Petrol,19,4
2012,Maruti,A Star VXI,998,No,Manual,71079,1,Petrol,13,0
2020,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,1462,No,Manual,60741,1,Petrol,9,2
2020,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,1462,No,Automatic,12867,1,Petrol,2,0
2019,Maruti,Dzire ZXI AMT,1197,Yes,Automatic,28533,2,Petrol,5,3
2014,Maruti,Swift VXI,1197,No,Manual,71516,1,Petrol,0,0
2013,Maruti,Swift VXI,1197,No,Manual,27532,1,Petrol,0,0
2016,Maruti,Ciaz ZXI,1373,No,Manual,68199,2,Petrol,8,5
2015,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,110669,1,Petrol,34,3
2019,Maruti,New Wagon-R VXI 1.0 AMT,998,No,Automatic,30598,1,Petrol,14,4
2015,Maruti,Ertiga ZXI,1373,No,Manual,46440,1,Petrol,3,1
2018,Maruti,Swift ZXI PLUS,1197,No,Manual,64747,1,Petrol,15,1
2018,Maruti,IGNIS ALPHA 1.2 AMT,1197,Yes,Automatic,43456,2,Petrol,5,2
2011,Maruti,Swift VXI,1197,Yes,Manual,104553,1,Petrol,25,13
2018,Maruti,Baleno ALPHA CVT PETROL 1.2,1197,Yes,Automatic,26277,2,Petrol,6,1
2014,Maruti,Alto K10 LXI,998,Yes,Manual,63792,1,Petrol,0,0
2017,Maruti,Wagon R 1.0 VXI AMT,998,No,Automatic,36404,2,Petrol,7,9
2015,Maruti,Ciaz ZXI,1373,Yes,Manual,97889,2,Petrol,41,11
2016,Maruti,Celerio VXI,998,No,Manual,29309,2,Petrol,5,2
2012,Maruti,Swift Dzire VDI,1248,No,Manual,110904,2,Diesel,32,11
2015,Maruti,Swift VXI,1197,No,Manual,74945,3,Petrol,19,0
2013,Maruti,Swift VDI,1248,No,Manual,97837,3,Diesel,0,0
2023,Maruti,New Wagon-R VXI 1.0 AMT,998,Yes,Automatic,8230,1,Petrol,0,0
2019,Maruti,New Wagon-R VXI 1.0 AMT,998,Yes,Automatic,67526,1,Petrol,11,0
2016,Maruti,Wagon R 1.0 VXI AMT,998,No,Automatic,48043,1,Petrol,10,2
2015,Maruti,Swift VXI,1197,No,Manual,40348,2,Petrol,14,0
2022,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,1462,Yes,Manual,14772,1,Petrol,0,0
2020,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,1462,No,Automatic,70110,1,Petrol,0,0
2014,Maruti,Wagon R 1.0 VXI,998,No,Manual,35720,1,Petrol,7,1
2019,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,1462,No,Automatic,29041,2,Petrol,2,1
2018,Maruti,Dzire VXI,1197,No,Manual,38445,1,Petrol,10,3
2011,Maruti,Wagon R 1.0 VXI,998,No,Manual,79659,1,Petrol,6,13
2017,Maruti,Baleno ZETA PETROL 1.2,1197,No,Manual,23573,1,Petrol,4,1
2016,Maruti,Celerio VXI,998,No,Manual,77319,1,Petrol,28,7
2021,Maruti,Celerio ZXI PLUS,998,No,Manual,8254,1,Petrol,5,0
2023,Maruti,Alto K10 VXI PLUS AMT,998,Yes,Automatic,6675,2,Petrol,1,1
2014,Maruti,Celerio VXI AMT,998,Yes,Automatic,10558,1,Petrol,2,4
2023,Maruti,Ertiga ZXI+ AT SHVS,1462,No,Automatic,11016,1,Petrol,0,0
2015,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,77640,1,Petrol,11,3
2013,Maruti,Alto K10 VXI,998,No,Manual,24202,1,Petrol,33,6
2016,Maruti,Wagon R 1.0 VXI AMT,998,No,Automatic,38333,1,Petrol,3,1
2023,Maruti,Alto K10 VXI AMT,998,No,Automatic,3136,1,Petrol,1,0
2020,Maruti,S PRESSO VXI+,998,Yes,Manual,21196,1,Petrol,5,0
2021,Maruti,Baleno ZETA CVT PETROL 1.2,1197,No,Automatic,26477,2,Petrol,3,0
2019,Maruti,Swift ZXI AMT,1197,No,Automatic,21955,1,Petrol,12,0
2022,Maruti,Dzire VXI AMT,1197,Yes,Automatic,16023,1,Petrol,9,0
2013,Maruti,Alto 800 VXI,796,No,Manual,46661,1,Petrol,16,3
2022,Maruti,Dzire ZXI Plus AMT,1197,No,Automatic,24567,1,Petrol,3,0
2017,Maruti,IGNIS ZETA 1.2 AMT,1197,No,Automatic,68890,1,Petrol,10,7
2012,Maruti,Swift Dzire ZXI,1197,Yes,Manual,36201,1,Petrol,27,3
2011,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,34408,2,Petrol,6,3
2018,Maruti,Celerio ZXI AMT (O),998,Yes,Automatic,80488,2,Petrol,10,6
2017,Maruti,Celerio ZXI AMT,998,Yes,Automatic,113666,1,Petrol,20,1
2023,Maruti,S PRESSO VXI PLUS (O) AMT,998,Yes,Automatic,7370,1,Petrol,3,0
2016,Maruti,Swift VXI,1197,Yes,Manual,70649,1,Petrol,0,0
2018,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,1462,No,Manual,42483,1,Petrol,14,4
2016,Maruti,Alto K10 VXI (O),998,No,Manual,19613,2,Petrol,12,7
2015,Maruti,Ertiga ZDI,1248,No,Manual,57858,1,Diesel,10,2
2017,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,48247,1,Petrol,6,8
2023,Maruti,S PRESSO VXI (O) AMT,998,Yes,Automatic,11631,1,Petrol,2,0
2019,Maruti,Celerio VXI AMT (O),998,No,Automatic,66087,1,Petrol,1,5
2016,Maruti,Celerio ZXI AMT,998,Yes,Automatic,51729,1,Petrol,6,0
2020,Maruti,S PRESSO VXI AMT,998,No,Automatic,18350,2,Petrol,5,0
2015,Maruti,Wagon R 1.0 VXI AMT,998,No,Automatic,38523,1,Petrol,8,5
2015,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,27184,2,Petrol,18,2
2019,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,1462,Yes,Automatic,49968,1,Petrol,6,2
2012,Maruti,Swift VDI,1248,No,Manual,96264,2,Diesel,0,0
2016,Maruti,Swift VXI,1197,No,Manual,92616,2,Petrol,14,2
2017,Maruti,Celerio VXI,998,No,Manual,37599,1,Petrol,0,0
2014,Maruti,Celerio VXI AMT,998,Yes,Automatic,75385,2,Petrol,1,0
2022,Maruti,S PRESSO VXI+,998,Yes,Manual,6410,1,Petrol,2,0
